CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
24013507500,Maryland,Carroll County,0,4297,1088,0,1084.0,25.23,0,0,0,0,0,0,6.0,118452.0,0,0,0,0,0,0,0,0,,,,,,,3820.0,88.9,1047.0,24.37,713.0,16.6,352.0,8.18,3323.0,77.32,241.0,5.6,109.0,2.53,1.0,0.02,10.0,0.24,137.0,3.19,137.0,3.18,57.0,5.26,65.0,5.97,1863.0,43.36,183.0,4.26,418.0,9.73,274.0,6.37,1798.0,41.83,15.0,0.36,20.0,0.46,0.0,0.0,1.0,0.02,29.0,0.69,21.0,0.49,21.0,1.92,45.0,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0,847.0,389.0,3675.0,305.0,139.0,1.0,13.0,164.0,169.0,74.0,83.0
24013507601,Maryland,Carroll County,1,5027,1781,0,78.0,1.55,0,0,0,0,0,0,14.1,98804.0,1,1,1,1,1,0,0,0,1172.0,2881.0,1172.0,167.0,480.0,167.0,2881.0,57.31,480.0,9.56,777.0,15.45,312.0,6.2,2651.0,52.73,96.0,1.91,47.0,0.94,1.0,0.02,14.0,0.28,72.0,1.42,87.0,1.74,45.0,2.51,121.0,6.78,1172.0,23.31,167.0,3.32,271.0,5.39,164.0,3.27,1088.0,21.64,38.0,0.75,19.0,0.37,0.0,0.0,2.0,0.04,26.0,0.51,30.0,0.59,10.0,0.57,50.0,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1241.0,559.0,4463.0,228.0,81.0,2.0,30.0,223.0,371.0,160.0,225.0
24013507602,Maryland,Carroll County,0,4348,1772,0,283.0,6.51,0,0,0,0,1,0,5.1,85592.0,0,0,0,0,0,0,0,1,,,,,,,2054.0,47.23,265.0,6.1,420.0,9.65,268.0,6.16,1878.0,43.19,81.0,1.87,30.0,0.7,0.0,0.0,2.0,0.05,62.0,1.43,59.0,1.36,113.0,6.37,98.0,5.55,1327.0,30.52,108.0,2.47,286.0,6.57,158.0,3.64,1247.0,28.69,28.0,0.64,24.0,0.56,0.0,0.0,1.0,0.03,27.0,0.61,14.0,0.32,33.0,1.87,58.0,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,834.0,758.0,3989.0,178.0,51.0,0.0,3.0,127.0,138.0,373.0,225.0
24013507702,Maryland,Carroll County,1,3925,1704,0,22.0,0.56,0,0,0,0,1,0,6.5,93556.0,1,1,1,1,1,0,0,1,1850.0,3352.0,1850.0,316.0,558.0,316.0,3352.0,85.4,558.0,14.21,686.0,17.47,591.0,15.06,3071.0,78.25,135.0,3.44,50.0,1.26,1.0,0.02,8.0,0.2,87.0,2.22,114.0,2.92,122.0,7.14,158.0,9.26,1850.0,47.12,316.0,8.06,373.0,9.5,391.0,9.96,1679.0,42.78,79.0,2.01,41.0,1.05,0.0,0.0,3.0,0.07,47.0,1.21,40.0,1.03,48.0,2.84,86.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,769.0,738.0,3603.0,156.0,54.0,3.0,8.0,101.0,127.0,148.0,186.0
24013507703,Maryland,Carroll County,1,2875,1285,0,95.0,3.3,0,0,0,0,1,0,7.5,99906.0,1,1,1,1,1,0,0,1,2772.0,2875.0,2772.0,376.0,389.0,376.0,2875.0,100.0,389.0,13.53,570.0,19.83,845.0,29.39,2732.0,95.03,52.0,1.81,46.0,1.6,1.0,0.03,2.0,0.07,42.0,1.46,37.0,1.29,136.0,10.6,65.0,5.09,2772.0,96.43,376.0,13.09,542.0,18.84,836.0,29.08,2632.0,91.56,51.0,1.79,45.0,1.56,1.0,0.03,2.0,0.07,40.0,1.4,37.0,1.28,134.0,10.46,64.0,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,570.0,845.0,2732.0,52.0,46.0,1.0,2.0,42.0,37.0,138.0,65.0
24013507704,Maryland,Carroll County,1,6165,2103,0,8.0,0.13,0,0,0,0,0,0,5.2,102555.0,1,1,1,1,1,0,0,0,779.0,4151.0,779.0,136.0,612.0,136.0,4151.0,67.33,612.0,9.92,1238.0,20.09,322.0,5.22,3671.0,59.54,228.0,3.7,97.0,1.57,0.0,0.0,4.0,0.06,151.0,2.46,164.0,2.66,61.0,2.9,109.0,5.19,779.0,12.64,136.0,2.21,203.0,3.3,127.0,2.06,705.0,11.43,32.0,0.52,21.0,0.34,0.0,0.0,0.0,0.0,21.0,0.34,19.0,0.31,2.0,0.08,21.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0,1910.0,430.0,5487.0,316.0,148.0,0.0,7.0,207.0,238.0,95.0,155.0
24013507801,Maryland,Carroll County,1,5652,2291,0,123.0,2.18,1,1,1,1,1,1,14.0,77589.0,1,1,1,1,1,0,0,1,2817.0,5652.0,2817.0,451.0,1557.0,451.0,5652.0,100.0,1557.0,27.54,1388.0,24.56,764.0,13.52,4832.0,85.49,406.0,7.18,111.0,1.96,5.0,0.09,24.0,0.42,274.0,4.85,347.0,6.14,217.0,9.46,440.0,19.21,2817.0,49.84,451.0,7.98,759.0,13.42,337.0,5.97,2570.0,45.48,80.0,1.41,75.0,1.33,5.0,0.09,2.0,0.04,84.0,1.49,65.0,1.16,24.0,1.04,184.0,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.0,1388.0,764.0,4832.0,406.0,111.0,5.0,24.0,274.0,347.0,239.0,463.0
24013507802,Maryland,Carroll County,1,4411,1697,0,61.0,1.38,0,0,0,0,0,0,3.0,106250.0,1,1,1,1,1,0,0,0,2762.0,3969.0,2762.0,447.0,619.0,447.0,3969.0,89.98,619.0,14.04,837.0,18.97,663.0,15.04,3792.0,85.96,68.0,1.55,50.0,1.14,0.0,0.0,6.0,0.13,53.0,1.21,78.0,1.77,94.0,5.53,46.0,2.69,2762.0,62.61,447.0,10.14,632.0,14.32,400.0,9.06,2655.0,60.19,35.0,0.78,29.0,0.66,0.0,0.0,3.0,0.07,40.0,0.91,48.0,1.08,30.0,1.78,30.0,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,910.0,731.0,4148.0,86.0,101.0,1.0,7.0,68.0,101.0,125.0,54.0
24013508101,Maryland,Carroll County,0,4760,1765,0,0.0,0.0,0,0,0,0,1,0,5.3,123864.0,0,0,0,0,0,0,0,1,,,,,,,4556.0,95.72,823.0,17.28,1100.0,23.11,703.0,14.76,4322.0,90.81,93.0,1.95,52.0,1.09,0.0,0.0,9.0,0.19,80.0,1.69,112.0,2.36,195.0,11.04,107.0,6.08,3867.0,81.24,694.0,14.59,958.0,20.13,554.0,11.64,3656.0,76.8,76.0,1.6,50.0,1.05,0.0,0.0,9.0,0.19,77.0,1.61,102.0,2.14,157.0,8.91,89.0,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,1152.0,732.0,4503.0,104.0,55.0,0.0,9.0,89.0,124.0,205.0,111.0
24013508102,Maryland,Carroll County,1,2955,1145,0,0.0,0.0,0,0,0,0,0,0,3.5,85595.0,0,0,0,0,0,0,0,0,0.0,404.0,0.0,0.0,41.0,0.0,404.0,13.68,41.0,1.38,97.0,3.3,37.0,1.27,389.0,13.16,4.0,0.14,4.0,0.15,0.0,0.0,0.0,0.01,7.0,0.22,18.0,0.61,2.0,0.2,19.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,846.0,168.0,2820.0,44.0,19.0,0.0,10.0,62.0,83.0,14.0,132.0
24013508200,Maryland,Carroll County,0,7133,2567,0,0.0,0.0,0,0,0,0,0,0,5.9,95357.0,0,0,0,0,0,0,0,0,,,,,,,6935.0,97.22,980.0,13.74,1743.0,24.44,885.0,12.4,6629.0,92.94,88.0,1.24,62.0,0.87,2.0,0.03,11.0,0.15,142.0,2.0,135.0,1.89,81.0,3.17,123.0,4.78,5676.0,79.57,720.0,10.1,1420.0,19.91,688.0,9.65,5451.0,76.42,64.0,0.89,44.0,0.62,2.0,0.03,8.0,0.11,107.0,1.5,97.0,1.35,71.0,2.78,98.0,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,1793.0,901.0,6802.0,103.0,64.0,2.0,11.0,151.0,145.0,88.0,124.0
24013509001,Maryland,Carroll County,0,4470,1561,0,14.0,0.31,0,0,0,0,0,0,4.1,113059.0,0,0,0,0,0,0,0,0,,,,,,,4470.0,100.0,453.0,10.14,1033.0,23.11,558.0,12.48,4304.0,96.29,70.0,1.57,36.0,0.81,1.0,0.02,10.0,0.22,49.0,1.1,80.0,1.79,65.0,4.14,54.0,3.48,4470.0,100.0,453.0,10.14,1033.0,23.11,558.0,12.48,4304.0,96.29,70.0,1.57,36.0,0.81,1.0,0.02,10.0,0.22,49.0,1.1,80.0,1.79,65.0,4.14,54.0,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,1033.0,558.0,4304.0,70.0,36.0,1.0,10.0,49.0,80.0,64.0,54.0
24013509002,Maryland,Carroll County,0,2908,998,0,0.0,0.0,0,0,0,0,0,0,3.4,147639.0,0,0,0,0,0,0,0,0,,,,,,,2908.0,100.0,242.0,8.32,629.0,21.63,365.0,12.55,2752.0,94.64,47.0,1.62,22.0,0.76,2.0,0.07,8.0,0.28,77.0,2.65,87.0,2.99,57.0,5.68,63.0,6.32,2908.0,100.0,242.0,8.32,629.0,21.63,365.0,12.55,2752.0,94.64,47.0,1.62,22.0,0.76,2.0,0.07,8.0,0.28,77.0,2.65,87.0,2.99,57.0,5.68,63.0,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,629.0,365.0,2752.0,47.0,22.0,2.0,8.0,77.0,87.0,50.0,61.0
24013510000,Maryland,Carroll County,0,1422,501,0,45.0,3.16,0,0,0,0,0,0,6.8,80893.0,0,0,0,0,0,0,0,0,,,,,,,1422.0,100.0,321.0,22.56,338.0,23.77,218.0,15.33,1344.0,94.51,43.0,3.02,10.0,0.7,0.0,0.0,4.0,0.28,21.0,1.48,24.0,1.69,0.0,0.0,63.0,12.62,1422.0,100.0,321.0,22.56,338.0,23.77,218.0,15.33,1344.0,94.51,43.0,3.02,10.0,0.7,0.0,0.0,4.0,0.28,21.0,1.48,24.0,1.69,0.0,0.0,63.0,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,338.0,218.0,1344.0,43.0,10.0,0.0,4.0,21.0,24.0,0.0,67.0
24013511000,Maryland,Carroll County,0,3671,1360,0,0.0,0.0,0,0,0,0,0,0,6.4,88800.0,0,0,0,0,0,0,0,0,,,,,,,3671.0,100.0,806.0,21.94,841.0,22.91,467.0,12.72,3451.0,94.01,116.0,3.16,26.0,0.71,6.0,0.16,2.0,0.05,70.0,1.91,85.0,2.32,21.0,1.53,158.0,11.63,3671.0,100.0,806.0,21.94,841.0,22.91,467.0,12.72,3451.0,94.01,116.0,3.16,26.0,0.71,6.0,0.16,2.0,0.05,70.0,1.91,85.0,2.32,21.0,1.53,158.0,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,841.0,467.0,3451.0,116.0,26.0,6.0,2.0,70.0,85.0,20.0,153.0
24013512000,Maryland,Carroll County,0,1551,602,0,0.0,0.0,0,0,0,0,0,1,12.6,71635.0,0,0,0,0,0,0,0,0,,,,,,,1551.0,100.0,459.0,29.57,365.0,23.53,265.0,17.09,1434.0,92.46,83.0,5.35,0.0,0.0,0.0,0.0,5.0,0.32,29.0,1.87,21.0,1.35,36.0,6.04,98.0,16.25,1551.0,100.0,459.0,29.57,365.0,23.53,265.0,17.09,1434.0,92.46,83.0,5.35,0.0,0.0,0.0,0.0,5.0,0.32,29.0,1.87,21.0,1.35,36.0,6.04,98.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,365.0,265.0,1434.0,83.0,0.0,0.0,5.0,29.0,21.0,36.0,97.0
24013513001,Maryland,Carroll County,1,4701,1714,0,60.0,1.28,0,0,0,0,0,0,5.2,139423.0,1,1,1,1,1,0,0,0,2590.0,3500.0,2590.0,244.0,329.0,244.0,3500.0,74.44,329.0,7.0,1022.0,21.74,298.0,6.35,3236.0,68.83,92.0,1.97,86.0,1.83,1.0,0.02,4.0,0.09,80.0,1.71,144.0,3.06,37.0,2.13,64.0,3.71,2590.0,55.1,244.0,5.2,805.0,17.13,207.0,4.41,2389.0,50.82,69.0,1.47,68.0,1.44,1.0,0.02,2.0,0.04,62.0,1.31,121.0,2.57,20.0,1.15,44.0,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,1252.0,686.0,4366.0,111.0,95.0,1.0,6.0,122.0,183.0,72.0,89.0
24013513002,Maryland,Carroll County,0,5277,1680,0,105.0,1.99,0,0,0,0,0,0,4.9,141633.0,0,0,0,0,0,0,0,0,,,,,,,4644.0,88.0,532.0,10.08,1487.0,28.18,417.0,7.9,4321.0,81.88,111.0,2.1,94.0,1.77,5.0,0.09,5.0,0.09,109.0,2.06,145.0,2.76,39.0,2.33,102.0,6.07,2651.0,50.23,181.0,3.43,778.0,14.75,279.0,5.28,2465.0,46.72,72.0,1.36,49.0,0.93,2.0,0.04,4.0,0.08,59.0,1.11,80.0,1.52,19.0,1.14,59.0,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,1666.0,448.0,4880.0,140.0,108.0,5.0,5.0,139.0,190.0,52.0,127.0
24013514100,Maryland,Carroll County,0,3651,1249,0,11.0,0.3,0,0,0,0,0,0,4.4,130125.0,0,0,0,0,0,0,0,0,,,,,,,3651.0,100.0,346.0,9.46,867.0,23.75,474.0,12.98,3460.0,94.77,91.0,2.49,30.0,0.82,0.0,0.0,13.0,0.36,57.0,1.56,88.0,2.41,0.0,0.0,6.0,0.49,3651.0,100.0,346.0,9.46,867.0,23.75,474.0,12.98,3460.0,94.77,91.0,2.49,30.0,0.82,0.0,0.0,13.0,0.36,57.0,1.56,88.0,2.41,0.0,0.0,6.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,867.0,474.0,3460.0,91.0,30.0,0.0,13.0,57.0,88.0,0.0,6.0
24013514201,Maryland,Carroll County,0,5139,1824,0,56.0,1.09,0,0,0,0,0,0,3.7,109625.0,0,0,0,0,0,0,0,0,,,,,,,5139.0,100.0,946.0,18.41,1158.0,22.53,732.0,14.24,4876.0,94.88,83.0,1.62,43.0,0.84,1.0,0.02,14.0,0.27,122.0,2.37,121.0,2.35,57.0,3.13,108.0,5.95,5035.0,97.97,933.0,18.15,1135.0,22.09,717.0,13.95,4778.0,92.97,82.0,1.6,42.0,0.81,1.0,0.02,13.0,0.25,119.0,2.32,118.0,2.3,53.0,2.93,106.0,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.0,1158.0,732.0,4876.0,83.0,43.0,1.0,14.0,122.0,121.0,57.0,113.0
24013514202,Maryland,Carroll County,0,3487,1235,0,0.0,0.0,0,0,0,0,0,0,1.7,130357.0,0,0,0,0,0,0,0,0,,,,,,,3487.0,100.0,317.0,9.08,845.0,24.23,390.0,11.18,3265.0,93.63,92.0,2.64,52.0,1.49,0.0,0.0,8.0,0.23,70.0,2.01,93.0,2.67,4.0,0.36,64.0,5.17,3487.0,100.0,317.0,9.08,845.0,24.23,390.0,11.18,3265.0,93.63,92.0,2.64,52.0,1.49,0.0,0.0,8.0,0.23,70.0,2.01,93.0,2.67,4.0,0.36,64.0,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,845.0,390.0,3265.0,92.0,52.0,0.0,8.0,70.0,93.0,5.0,68.0
24015030100,Maryland,Cecil County,0,5149,2042,0,44.0,0.85,0,0,0,0,0,0,5.5,81506.0,0,0,0,0,0,0,0,0,,,,,,,5149.0,100.0,888.0,17.25,1159.0,22.51,900.0,17.48,4732.0,91.9,230.0,4.47,15.0,0.29,2.0,0.04,16.0,0.31,154.0,2.99,141.0,2.74,59.0,2.88,94.0,4.58,5149.0,100.0,888.0,17.25,1159.0,22.51,900.0,17.48,4732.0,91.9,230.0,4.47,15.0,0.29,2.0,0.04,16.0,0.31,154.0,2.99,141.0,2.74,59.0,2.88,94.0,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0,1159.0,900.0,4732.0,230.0,15.0,2.0,16.0,154.0,141.0,50.0,82.0
24015030200,Maryland,Cecil County,0,5240,2041,0,16.0,0.31,0,0,0,0,0,0,4.4,95335.0,0,0,0,0,0,0,0,0,,,,,,,5240.0,100.0,820.0,15.66,1086.0,20.73,761.0,14.52,4944.0,94.35,119.0,2.27,20.0,0.38,6.0,0.11,9.0,0.17,142.0,2.71,215.0,4.1,26.0,1.28,131.0,6.44,5240.0,100.0,820.0,15.66,1086.0,20.73,761.0,14.52,4944.0,94.35,119.0,2.27,20.0,0.38,6.0,0.11,9.0,0.17,142.0,2.71,215.0,4.1,26.0,1.28,131.0,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0,1086.0,761.0,4944.0,119.0,20.0,6.0,9.0,142.0,215.0,30.0,135.0
24015030400,Maryland,Cecil County,1,4901,1803,0,449.0,9.16,1,1,1,1,1,1,38.7,37776.0,1,1,1,1,1,0,0,1,741.0,4448.0,741.0,227.0,2641.0,227.0,4448.0,90.76,2641.0,53.89,1145.0,23.36,506.0,10.32,3443.0,70.24,686.0,14.01,21.0,0.42,0.0,0.0,16.0,0.33,282.0,5.75,307.0,6.27,391.0,21.68,655.0,36.35,741.0,15.11,227.0,4.63,159.0,3.24,168.0,3.42,658.0,13.43,47.0,0.96,1.0,0.02,0.0,0.0,0.0,0.0,34.0,0.7,26.0,0.54,15.0,0.82,108.0,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593.0,1206.0,562.0,3786.0,759.0,27.0,4.0,17.0,308.0,329.0,426.0,660.0
24015030501,Maryland,Cecil County,1,4209,1473,0,10.0,0.24,0,0,0,0,0,0,7.1,95844.0,1,1,1,1,1,0,0,0,4209.0,4209.0,4209.0,951.0,951.0,951.0,4209.0,100.0,951.0,22.61,1054.0,25.04,476.0,11.31,3947.0,93.78,119.0,2.83,11.0,0.26,1.0,0.02,12.0,0.29,119.0,2.83,99.0,2.35,23.0,1.59,98.0,6.65,4209.0,100.0,951.0,22.61,1054.0,25.04,476.0,11.31,3947.0,93.78,119.0,2.83,11.0,0.26,1.0,0.02,12.0,0.29,119.0,2.83,99.0,2.35,23.0,1.59,98.0,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,1054.0,476.0,3947.0,119.0,11.0,1.0,12.0,119.0,99.0,23.0,96.0
24015030503,Maryland,Cecil County,1,5751,2099,0,39.0,0.68,1,1,1,1,1,1,16.5,66066.0,1,1,1,1,1,0,0,1,5700.0,5751.0,5700.0,1957.0,1974.0,1957.0,5751.0,100.0,1974.0,34.33,1486.0,25.84,603.0,10.49,4741.0,82.44,643.0,11.18,147.0,2.56,1.0,0.02,11.0,0.19,208.0,3.62,285.0,4.96,137.0,6.55,262.0,12.49,5700.0,99.1,1957.0,34.03,1474.0,25.63,600.0,10.43,4702.0,81.76,636.0,11.05,145.0,2.52,1.0,0.02,11.0,0.19,206.0,3.57,281.0,4.89,136.0,6.46,259.0,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,1486.0,603.0,4741.0,643.0,147.0,1.0,11.0,208.0,285.0,150.0,272.0
24015030505,Maryland,Cecil County,1,3918,1438,0,173.0,4.42,1,1,1,0,0,1,9.8,71042.0,1,1,1,1,1,0,0,0,828.0,2338.0,828.0,221.0,640.0,221.0,2338.0,59.66,640.0,16.32,680.0,17.36,337.0,8.61,1987.0,50.72,208.0,5.3,40.0,1.02,1.0,0.03,4.0,0.11,98.0,2.49,108.0,2.77,83.0,5.76,118.0,8.19,828.0,21.14,221.0,5.64,263.0,6.71,75.0,1.92,725.0,18.52,64.0,1.63,15.0,0.37,0.0,0.0,1.0,0.04,23.0,0.58,30.0,0.76,18.0,1.25,40.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0,1092.0,616.0,3286.0,378.0,56.0,1.0,7.0,190.0,171.0,172.0,206.0
24015030506,Maryland,Cecil County,1,8223,2953,0,47.0,0.57,1,1,1,1,1,1,13.0,76795.0,1,1,1,1,1,0,0,1,2059.0,4947.0,2059.0,553.0,1242.0,553.0,4947.0,60.16,1242.0,15.11,1351.0,16.43,345.0,4.19,3737.0,45.44,678.0,8.24,243.0,2.95,5.0,0.06,20.0,0.25,264.0,3.21,262.0,3.18,105.0,3.56,259.0,8.76,2059.0,25.04,553.0,6.73,643.0,7.82,112.0,1.36,1411.0,17.16,377.0,4.59,129.0,1.57,4.0,0.04,9.0,0.11,129.0,1.57,102.0,1.24,53.0,1.79,104.0,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.0,2267.0,604.0,6280.0,1120.0,304.0,11.0,39.0,469.0,535.0,132.0,411.0
24015030601,Maryland,Cecil County,0,3818,1337,0,3.0,0.08,0,0,0,0,0,0,4.5,114167.0,0,0,0,0,0,0,0,0,,,,,,,3818.0,100.0,430.0,11.26,948.0,24.83,490.0,12.83,3649.0,95.57,52.0,1.36,27.0,0.71,0.0,0.0,10.0,0.26,80.0,2.1,109.0,2.85,30.0,2.22,72.0,5.4,3818.0,100.0,430.0,11.26,948.0,24.83,490.0,12.83,3649.0,95.57,52.0,1.36,27.0,0.71,0.0,0.0,10.0,0.26,80.0,2.1,109.0,2.85,30.0,2.22,72.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,948.0,490.0,3649.0,52.0,27.0,0.0,10.0,80.0,109.0,29.0,71.0
24015030602,Maryland,Cecil County,0,4792,1731,0,5.0,0.1,0,0,0,0,0,0,5.7,108933.0,0,0,0,0,0,0,0,0,,,,,,,4792.0,100.0,1283.0,26.77,1307.0,27.27,439.0,9.16,3662.0,76.42,784.0,16.36,66.0,1.38,2.0,0.04,19.0,0.4,259.0,5.4,252.0,5.26,24.0,1.39,167.0,9.65,4264.0,88.97,1083.0,22.59,1174.0,24.49,426.0,8.88,3332.0,69.53,646.0,13.48,49.0,1.02,2.0,0.04,16.0,0.33,219.0,4.57,214.0,4.46,20.0,1.13,146.0,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,1307.0,439.0,3662.0,784.0,66.0,2.0,19.0,259.0,252.0,26.0,175.0
24015030700,Maryland,Cecil County,0,5005,1653,0,137.0,2.74,0,0,0,0,0,0,2.7,101944.0,0,0,0,0,0,0,0,0,,,,,,,5005.0,100.0,737.0,14.72,1298.0,25.93,674.0,13.47,4828.0,96.46,55.0,1.1,27.0,0.54,3.0,0.06,7.0,0.14,85.0,1.7,69.0,1.38,36.0,2.16,51.0,3.06,5005.0,100.0,737.0,14.72,1298.0,25.93,674.0,13.47,4828.0,96.46,55.0,1.1,27.0,0.54,3.0,0.06,7.0,0.14,85.0,1.7,69.0,1.38,36.0,2.16,51.0,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0,1298.0,674.0,4828.0,55.0,27.0,3.0,7.0,85.0,69.0,35.0,51.0
24015030903,Maryland,Cecil County,0,5076,1995,0,13.0,0.26,0,0,0,1,1,1,21.4,75192.0,0,0,0,0,0,0,0,1,,,,,,,4655.0,91.7,1695.0,33.4,1126.0,22.18,570.0,11.23,4292.0,84.56,211.0,4.15,30.0,0.59,0.0,0.0,8.0,0.16,113.0,2.23,160.0,3.16,297.0,14.9,501.0,25.11,3267.0,64.35,1223.0,24.1,768.0,15.14,435.0,8.58,3027.0,59.64,133.0,2.62,19.0,0.38,0.0,0.0,6.0,0.12,81.0,1.59,116.0,2.29,247.0,12.37,352.0,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,1289.0,591.0,4589.0,302.0,35.0,0.0,10.0,140.0,178.0,351.0,614.0
